"Timestamp","Questionnaire number","Community","   Interviewer","Date","Age","Gender","Level of Education","Occupation","Current employer","Household size","Number of years stayed in the community","Which of the following COVID-19 sanitation protocols are you familiar with?","Compliance with COVID-19 sanitation protocols has improved your sanitary habits.","COVID-19 encouraged compliance to/ brought about the enforcement of sanitation measures in your locality.","Have you or anyone in your family had diarrhoea since the COVID-19 pandemic?","Did you see any health campaigns or initiatives in your community that promoted good sanitation practices during the COVID-19 pandemic? ","Compliance with COVID-19 sanitation protocols has helped reduce the occurrence of diarrhoea-related diseases.","Have you or any member of your family experienced episodes of diarrhoea in the past six months?","How frequently have you or your family members experienced diarrhoea in the past six months?","Are you aware of any specific causes or triggers for diarrhoea? ","Have you sought medical assistance or treatment for diarrhoea episodes? ","If Yes, please specify the type of healthcare professional you consulted","Have you or any family members been hospitalized due to severe diarrhoea? ","Do you know anyone in your community or neighbourhood who has had diarrhoea-related diseases in the past year?","Have you or any family member received vaccinations or preventive measures against diarrhoea-related diseases?","What has been an extreme case experienced or known to have happened to anyone from diarrhoea-related disease?","Are you aware of any ongoing efforts or programs in your community to prevent or manage diarrhoea-related diseases?","If yes, please mention any","How knowledgeable do you consider yourself about the causes, prevention, and treatment of diarrhea-related diseases? 
1= Very knowledgeable, 2= Somewhat knowledgeable, 3= Not very knowlegeable, 4= Not knowledgeable at all","During COVID-19, diarrhoea-related diseases were not prevalent.","Washing your hands regularly with soap under running water can help reduce diarrhoea-related diseases.","Using alcohol-based hand sanitizer can help kill bacteria that cause diarrhoea-related diseases.","Do you think the COVID-19 sanitation protocol helped reduced the occurrence of diarrhoea-related diseases in your neighbourhood?","If Yes, can you mention some of the COVID-19 sanitation protocols?","Have you made any changes in your cleaning routines or hygiene practices at home due to the COVID-19 pandemic?","Have you seen any improvements in public restrooms or washroom facilities in terms of cleanliness since the COVID-19 pandemic? ","How do you dispose of waste after COVID-19?","Has the COVID-19 pandemic increased your awareness about the importance of sanitation in preventing diseases like diarrhoea? ","On a scale of 1-5, how well has the sanitation of your community improved after COVID-19?
1=Highly improved, 2=Improved, 3=No observable change, 4=Reduced sanitation, 5=Extremely reduced sanitation","Would you recommend strict adherence to some protocols to continue after the pandemic to prevent diarrhoea-related diseases?","Would you recommend continuing the campaign/education on COVID-19 protocols after the pandemic to prevent diarrhoea-related diseases?","What other recommendations would you give to improve sanitation practices in your community and prevent diarrhoea-related diseases in the future?"
"2023/07/22 5:20:11 PM GMT","13","Anloga","michael","07-22","41 - 50","Male","No formal education","","Unemployed","6 -10","21-30","Hand washing;Use of hand sanitisers","Agree","Agree","Yes","Yes","Not sure","Yes","Occasionally","Contaminated food and water;Travel to high-risk areas","Yes","Pharmacist","No","No","No","Not sure","No","","2","Agree","Strongly agree","Strongly agree","Yes","washing of hands with soap under running water","Yes","Yes","Bin","Agree","3","Yes","Yes","proper waste management system"
"2023/07/22 6:45:13 PM GMT","16","Anloga","Mabel ","07-22","31 - 40","Female","No formal education","","Unemployed","1 -  5","1-10","None","Disagree","Neutral","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","3","Neutral","Neutral","Neutral","No","","No","Yes","Backyard","Neutral","3","No","No",""
"2023/07/22 6:48:21 PM GMT","17","Anloga","Mabel ","07-22","31 - 40","Female","No formal education","","Unemployed","1 -  5","1-10","Use of hand sanitisers","Neutral","Agree","Maybe","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Agree","Agree","No","","No","Yes","Backyard","Agree","3","No","No",""
"2023/07/22 6:56:40 PM GMT","18","Anloga","Mabel ","07-22","31 - 40","Female","No formal education","","Unemployed","6 -10","1-10","Use of hand sanitisers","Agree","Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Agree","Agree","Yes","Use of hand sanitizer ","No","Yes","Bin","Agree","2","Yes","Yes","Use of hand sanitizer"
"2023/07/22 7:02:11 PM GMT","19","Anloga","Mabel ","07-22","41 - 50","Male","JHS/Middle","Driving ","Private Organization/Institution","6 -10","11-20","Use of hand sanitisers","Strongly Agreee","Strongly Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","1","Strongly agree","Agree","Strongly agree","Yes","Use of hand sanitizer ","No","Yes","Bin","Strongly agree","2","No","Yes","Use of hand sanitizer "
"2023/07/22 7:07:55 PM GMT","20","Anloga","Mabel ","07-22","31 - 40","Male","JHS/Middle","Mason ","Self-employed","16-20","11-20","Hand washing","Agree","Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","1","Strongly agree","Strongly agree","Strongly agree","Yes","Hand washing ","No","Yes","Bin","Strongly agree","2","No","Yes","Hand washing "
"2023/07/22 7:17:53 PM GMT","14","Anloga","michael ","07-22","41 - 50","Male","Primary","Vulganiser ","Self-employed","1 -  5","1-10","Hand washing","Agree","Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Agree","Agree","Yes","Hand washing ","No","Yes","Bin","Agree","2","No","Yes","Hand washing "
"2023/07/22 7:32:51 PM GMT","16","Anloga","michael ","07-22","31 - 40","Male","SHS","Store keeper","Self-employed","6 -10","31-40","Hand washing","Strongly Agreee","Strongly Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","","No","","2","Agree","Agree","Agree","Yes","Hand washing ","No","Yes","Bin","Strongly agree","2","No","Yes","Regular hand washing "
"2023/07/22 7:38:11 PM GMT","17","Anloga","michael","07-22","51 - 60","Male","No formal education","","Unemployed","1 -  5","Above 40","Hand washing","Neutral","Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Agree","Agree","Yes","Hand washing ","No","Yes","Bin","Agree","3","No","Yes","Regular hand washing "
"2023/07/22 7:43:21 PM GMT","18","Anloga","michael","07-22","10 - 20","Female","Primary","Student ","Unemployed","11-15","1-10","Use of hand sanitisers","Agree","Agree","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Agree","Strongly agree","Yes","Use of hand sanitizer ","No","Yes","Bin","Neutral","3","No","Yes","Use of hand sanitizer "
"2023/07/22 7:48:15 PM GMT","19","Anloga","michael","07-22","31 - 40","Female","No formal education","","Unemployed","1 -  5","1-10","Use of hand sanitisers","Neutral","Agree","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","3","Neutral","Agree","Strongly agree","Yes","Use of hand sanitizer ","No","Yes","Bin","Agree","3","No","Yes","Use of hand sanitizer "
"2023/07/22 7:56:04 PM GMT","20","Anloga","michael","07-22","10 - 20","Female","JHS/Middle","Student ","Unemployed","6 -10","1-10","Use of hand sanitisers","Agree","Agree","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","3","Agree","Agree","Agree","Yes","Use of hand sanitizer ","No","Yes","Bin","Agree","3","No","Yes","Use of hand sanitizer "
"2023/07/23 1:31:22 PM GMT","9","Ayigya","Chris","07-23","31 - 40","Female","Vocational/Technical","Teacher/ Trader","Private Organization/Institution","1 -  5","1-10","Hand washing;Use of hand sanitisers","Strongly Agreee","Strongly Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Pharmacist","No","No","No","Not sure","No","","2","Strongly agree","Strongly agree","Strongly agree","Yes","Washing of hands with soap under running water","Yes","Yes","Bin","Strongly agree","1","Yes","Yes","Keep environment clean and maintain proper personal hygiene"
"2023/07/23 1:47:13 PM GMT","10","Ayigya","Chris","07-23","21  - 30","Female","JHS/Middle","Trader","Self-employed","1 -  5","11-20","Hand washing;Use of hand sanitisers","Strongly Agreee","Strongly Agree","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Agree","Strongly agree","Strongly agree","Yes","Hand washing with soap under running water and use of hand sanitizer","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Enhance personal hygiene and sanitation in our surroundings "
"2023/07/23 1:57:38 PM GMT","10","Ayigya","Chris","07-23","10 - 20","Male","SHS","Student","Unemployed","1 -  5","11-20","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Strongly agree","Strongly agree","Strongly agree","Yes","Use of hand sanitizer and washing of hands with soap under running water ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Public education on the benefits of compliance to health and sanitation protocols "
"2023/07/23 2:06:06 PM GMT","11","Ayigya","Chris","07-23","21  - 30","Male","Tertiary","Bussiness ","Self-employed","1 -  5","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Pharmacist","No","Yes","No","Not sure","Yes","Health campaigns and education","2","Strongly agree","Strongly agree","Strongly agree","Yes","Use of hand sanitizer and washing hands with soap under running water ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Sustained education on sanitation, diarrhoea prevention and health protocols "
"2023/07/23 2:15:10 PM GMT","11","Ayigya","Chris","07-23","31 - 40","Female","Vocational/Technical","Trader ","Self-employed","1 -  5","31-40","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","No","No","Yes","Yes","Occasionally","Contaminated food and water","Yes","Pharmacist","No","No","No","Not sure","No","","2","Strongly agree","Strongly agree","Strongly agree","Yes","Frequent washing of hands with soap under running water ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Personal hygiene practices should be upheld"
"2023/07/23 2:27:53 PM GMT","13","Ayigya","Chris","07-23","51 - 60","Female","JHS/Middle","Trader","Self-employed","1 -  5","Above 40","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Doctor","Yes","Yes","No","Severe diarrhoea relieved after medication ","Yes","Health campaigns by Health workers ","1","Strongly agree","Strongly agree","Strongly agree","Yes","Washing hands frequently with soap under running water ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Eat well balanced diet, practice good personal hygiene and keep surroundings clean "
"2023/07/23 2:50:45 PM GMT","13","Ayigya","Chris","07-23","Above 0","Male","JHS/Middle","Retiree","Retired KNUST Staff","1 -  5","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","1","Strongly agree","Strongly agree","Strongly agree","Yes","","Yes","Yes","Bin","Strongly agree","1","Yes","Yes","Eat food cooked well at home to avoid contaminated food"
"2023/07/23 3:04:22 PM GMT","14","Ayigya","Chris","07-23","21  - 30","Female","JHS/Middle","Trader ","Self-employed","1 -  5","1-10","Hand washing;Use of hand sanitisers","Strongly Agreee","Strongly Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Strongly agree","Strongly agree","Strongly agree","Yes","","Yes","Yes","Bin","Strongly agree","3","Yes","Yes","Eat hot food that is well cooked at home and drink clean water"
"2023/07/23 3:14:51 PM GMT","15","Ayigya","Chris","07-23","31 - 40","Male","SHS","Electrician","Self-employed","6 -10","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","Yes","No","Yes","No","None","Contaminated food and water","No","","No","Yes","No","Not sure","No","","2","Strongly agree","Strongly agree","Strongly agree","Yes","Hand washing with soap under running water and use of hand sanitizer ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Personal hygiene"
"2023/07/23 3:26:06 PM GMT","15","Ayigya","Chris","07-23","31 - 40","Male","Tertiary","Trader","Self-employed","1 -  5","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","No","Yes","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","Yes","Health education and screening exercises","1","Disagree","Strongly agree","Strongly agree","Yes","Frequent washing of hands with soap under running water ","Yes","Yes","Bin","Strongly agree","2","Yes","Yes","Ensure clean environment and clean gutters to prevent diarrhoea and other diseases"
"2023/07/23 3:37:32 PM GMT","16","Ayigya","Chris","07-23","21  - 30","Male","SHS","Praggia rider","Self-employed","1 -  5","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Strongly Agree","No","Yes","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","Yes","Health campaign and screening exercises ","2","Strongly agree","Strongly agree","Strongly agree","Yes","Washing hands frequently with soap under running water ","Yes","Yes","Bin","Agree","2","Yes","Yes","Maintain personal hygiene and eat well cooked food hot "
"2023/07/23 3:55:31 PM GMT","15","Ayigya","Chris","07-23","31 - 40","Male","Tertiary","Teacher","Government","6 -10","1-10","Hand washing;Use of hand sanitisers","Strongly Agreee","Strongly Agree","No","Yes","Yes","No","None","Contaminated food and water","No","","No","Yes","Yes","Death","Yes","Health education and preventive measures","1","Strongly agree","Strongly agree","Strongly agree","Yes","Washing of hands with soap under running water and use of hand sanitizer ","Yes","Yes","Bin","Strongly agree","1","Yes","Yes","Environmental cleanliness, eat clean and hot food. Drink clean water"
"2023/07/23 4:05:20 PM GMT","17","Ayigya","Chris","07-23","31 - 40","Male","SHS","Farmer","Self-employed","6 -10","31-40","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Agree","Strongly Agree","No","Yes","Yes","No","None","Contaminated food and water","No","","No","Yes","No","Not sure","Yes","Health and sanitation campaigns","2","Strongly agree","Strongly agree","Strongly agree","Yes","Washing of hands with soap under running water and use of hand sanitizer ","Yes","Yes","Bin","Strongly agree","4","Yes","Yes","Diarrhoea prevention approaches such as personal hygiene should be enforced "
"2023/07/25 12:46:12 PM GMT","1","Ayigya","PC","","31 - 40","Male","No formal education","Trader ","Self-employed","6 -10","11-20","Hand washing;Use of hand sanitisers","Agree","Agree","Yes","Yes","Yes","No","Monthly","Not sure","Yes","Self-care","No","Yes","Yes","Not sure","No","","3","Agree","Agree","Disagree","Yes","Washing of hands ","Yes","No","Bin","Agree","3","Yes","Yes",""
"2023/07/25 1:58:58 PM GMT","2","Ayigya","","","41 - 50","Male","JHS/Middle","Businessman ","Self-employed","11-15","21-30","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Strongly Agreee","Agree","Yes","Yes","Yes","No","None","Contaminated food and water;Contact with infected individuals","Yes","Self-care","No","Yes","Yes","Chronic complications","No","","1","Neutral","Strongly agree","Neutral","Yes","Washing of hands ","Yes","No","Backyard","Agree","2","Yes","Yes",""
"2023/07/25 3:39:51 PM GMT","3","Ayigya","","","10 - 20","Male","JHS/Middle","Student ","","6 -10","1-10","Hand washing;Use of hand sanitisers","Agree","Neutral","Yes","No","Not sure","Yes","Occasionally","Contaminated food and water","No","Self-care","Yes","Yes","Yes","Not sure","No","","3","Agree","Strongly agree","Neutral","Yes","","Yes","No","Bin","Neutral","3","Yes","Yes",""
"2023/07/25 3:51:28 PM GMT","5","Ayigya","PC","","21  - 30","Male","Vocational/Technical","Mason","Self-employed","1 -  5","1-10","Use of hand sanitisers","Strongly Agreee","Agree","No","Yes","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Strongly agree","Neutral","Agree","No","","No","No","Bin","Neutral","2","No","No",""
"2023/07/25 3:55:50 PM GMT","9","Ayigya","Pc","","31 - 40","Male","SHS","Mobile money vendor","Self-employed","1 -  5","11-20","Use of hand sanitisers","Agree","Agree","No","Yes","Yes","No","Weekly","Contaminated food and water","No","","No","No","No","Not sure","No","","2","Strongly agree","Strongly agree","Agree","No","","Yes","No","Gutter","Agree","2","Yes","Yes",""
"2023/07/25 3:59:50 PM GMT","9","Ayigya","PC","","41 - 50","Female","SHS","Food vendor ","Self-employed","1 -  5","11-20","Hand washing","Strongly Agreee","Strongly Agree","Maybe","No","No","No","Occasionally","Contaminated food and water","No","","No","No","No","Not sure","No","","1","Agree","Strongly agree","Neutral","No","","No","No","Bin","","1","No","Yes",""
"2023/07/25 4:02:24 PM GMT","10","Ayigya","PC","","21  - 30","Female","JHS/Middle","","Unemployed","1 -  5","1-10","Use of hand sanitisers","Neutral","Agree","Yes","Yes","Not sure","No","Occasionally","Contaminated food and water","Yes","Self-care","No","Yes","Yes","Not sure","No","","4","Agree","Strongly agree","Neutral","Yes","","No","No","","","2","No","Yes",""
"2023/07/25 4:06:50 PM GMT","11","Ayigya","PC","","51 - 60","Female","Vocational/Technical","Teacher","Government","1 -  5","21-30","Use of hand sanitisers","Strongly Agreee","Strongly Agree","Yes","No","Yes","Yes","Weekly","Contaminated food and water","Yes","Doctor","Yes","Yes","No","Not sure","Yes","","2","Strongly agree","Agree","Agree","Yes","","Yes","Yes","Bin","Agree","3","No","Yes",""
"2023/07/25 4:11:05 PM GMT","12","Ayigya","PC","","51 - 60","Male","SHS","Teacher ","Private Organization/Institution","6 -10","31-40","Hand washing","Agree","Agree","Maybe","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Self-care","Yes","Yes","Yes","Not sure","Yes","","2","Agree","Strongly agree","Strongly agree","Yes","","No","Yes","Bin","Agree","4","No","Yes",""
"2023/07/25 4:16:17 PM GMT","13","Ayigya","PC","","41 - 50","Male","Vocational/Technical","Taylor","Self-employed","6 -10","21-30","Use of hand sanitisers","Agree","Strongly Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Nurse","Yes","Yes","Yes","Not sure","No","","3","Strongly agree","Agree","Agree","Yes","Face mask","Yes","Yes","Bin","Agree","3","Yes","Yes",""
"2023/07/25 4:19:25 PM GMT","14","Ayigya","PC","","21  - 30","Female","Vocational/Technical","Seamstress ","Self-employed","1 -  5","11-20","Use of hand sanitisers","Agree","Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Doctor","No","No","No","Not sure","No","","1","Agree","Neutral","Strongly agree","No","","Yes","Yes","Bin","Agree","1","No","Yes",""
"2023/07/25 4:22:17 PM GMT","15","Ayigya","PC","","41 - 50","Female","SHS","Food vendor ","Self-employed","1 -  5","11-20","Hand washing","Agree","Agree","Yes","Yes","Yes","Yes","Occasionally","Contaminated food and water","Yes","Doctor","Yes","Yes","Yes","Chronic complications","Yes","","2","Strongly agree","Strongly agree","Agree","Yes","Face shield ","Yes","Yes","Bin","Agree","2","Yes","Yes",""
"2023/08/18 12:16:10 PM GMT","110","Ayigya","PC","","21  - 30","Male","Tertiary","NSS personnel ","Government","1 -  5","11-20","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Agree","Agree","No","No","Not sure","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","3","Agree","Agree","Agree","No","","No","Yes","Bin","Agree","3","Yes","Yes",""
"2023/08/18 12:21:04 PM GMT","111","Ayigya","","","21  - 30","Male","Tertiary","","Unemployed","1 -  5","1-10","Hand washing;Use of hand sanitisers;Disinfection of surfaces","Agree","Agree","No","No","Yes","No","None","Contaminated food and water","No","","No","No","No","Not sure","No","","3","Agree","Agree","Agree","No","","Yes","Yes","Bin","Agree","3","Yes","Yes",""
"2023/08/18 12:25:23 PM GMT","112","Ayigya","","","31 - 40","Male","Vocational/Technical","","Unemployed","6 -10","21-30","Hand washing;Use of hand sanitisers","Agree","Agree","No","No","Yes","No","None","Contaminated food and water;Travel to high-risk areas","No","","No","Yes","Yes","Not sure","No","","2","Agree","Agree","Agree","Yes","","Yes","Yes","Bin","Agree","2","Yes","Yes",""
"2023/08/18 12:31:59 PM GMT","113","Ayigya","","","31 - 40","Male","JHS/Middle","","","6 -10","11-20","None","Neutral","Neutral","No","No","Yes","No","None","Not sure","No","Nurse","No","No","No","Not sure","No","","3","Neutral","Neutral","Disagree","No","","No","No","Backyard","Disagree","3","No","No",""
"2023/08/18 12:37:41 PM GMT","1135","Ayigya","","","41 - 50","Female","Primary","","Unemployed","16-20","1-10","Disinfection of surfaces","Strongly Disagree","Neutral","No","No","Not sure","No","Weekly","Not sure","No","Self-care","No","No","Yes","Chronic complications","No","","4","Neutral","Strongly disagree","Disagree","No","","No","No","Anywhere","Agree","5","No","No",""
"2023/08/18 12:41:41 PM GMT","1123","Ayigya","","","51 - 60","Female","Vocational/Technical","","Self-employed","11-15","21-30","Disinfection of surfaces","Disagree","Disagree","Maybe","No","No","No","Occasionally","Travel to high-risk areas","No","Self-care","No","No","No","Not sure","No","","3","Agree","Agree","Neutral","No","","No","No","Anywhere","Strongly disagree","3","No","No",""
"2023/08/18 3:37:07 PM GMT","1128","Ayigya","","","41 - 50","Female","No formal education","Trader ","Self-employed","6 -10","11-20","Hand washing;Use of hand sanitisers","Agree","Agree","Yes","Yes","Yes","No","None","Contaminated food and water","No","","No","Yes","No","Not sure","No","","2","Neutral","Agree","Agree","No","","No","Yes","Backyard","Strongly agree","3","Yes","Yes",""
"2023/08/19 8:24:30 PM GMT","1109","Ayigya","","","41 - 50","Female","No formal education","Trader ","Self-employed","1 -  5","11-20","Hand washing;Use of hand sanitisers","Agree","Agree","Yes","Yes","Yes","No","None","Contaminated food and water;Contact with infected individuals","Yes","Pharmacist","Yes","Yes","No","Chronic complications","No","","2","Agree","Agree","Agree","Yes","","Yes","Yes","Bin","Agree","2","Yes","Yes",""
"2023/08/19 8:30:08 PM GMT","1123","Ayigya","","","31 - 40","Male","SHS","","Unemployed","6 -10","21-30","Hand washing;Use of hand sanitisers","Neutral","Neutral","Maybe","No","Not sure","No","None","Contaminated food and water","No","","No","Yes","No","Not sure","No","","3","Neutral","Neutral","Neutral","No","","Yes","Yes","Bin","Neutral","3","Yes","No",""
